cell_id,cell_row,cell_col,lon,lat,valid_pixels,urbanization_component,vegetation_component,water_component,stress_score,stress_score_pca,stress_category,evidence_strength,supporting_evidence_count,evidence_interpretation
C_073_054,73,54,78.688871,13.121826,10000,0.2246,0.5048,0.0789,0.2695,0.338,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_055,73,55,78.697854,13.121826,10000,0.0761,0.0768,0.0098,0.0542,0.0704,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_056,73,56,78.706837,13.121826,10000,0.0907,0.1043,0.0026,0.0659,0.0889,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_057,73,57,78.71582,13.121826,10000,0.1777,0.3383,0.0,0.172,0.2342,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_058,73,58,78.724803,13.121826,10000,0.1569,0.2583,0.0249,0.1467,0.1907,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_059,73,59,78.733786,13.121826,10000,0.392,0.6658,0.2227,0.4268,0.5003,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_060,73,60,78.742769,13.121826,10000,0.2632,0.4398,0.3324,0.3451,0.3491,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_061,73,61,78.751753,13.121826,10000,0.1656,0.1965,0.1316,0.1646,0.1765,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_062,73,62,78.760736,13.121826,10000,0.22,0.5324,0.1431,0.2985,0.3541,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_073_063,73,63,78.769719,13.121826,10000,0.3885,0.4415,0.4598,0.4299,0.4188,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_064,73,64,78.778702,13.121826,10000,0.0754,0.0941,0.019,0.0628,0.0787,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_065,73,65,78.787685,13.121826,10000,0.1752,0.2918,0.0023,0.1564,0.2123,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_066,73,66,78.796668,13.121826,10000,0.1256,0.3233,0.0039,0.151,0.2039,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_067,73,67,78.805652,13.121826,10000,0.2797,0.7909,0.0,0.3569,0.4853,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_073_068,73,68,78.814635,13.121826,10000,0.3599,0.8697,0.0,0.4099,0.5576,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_073_069,73,69,78.823618,13.121826,10000,0.5,1.0,0.0,0.5,0.6806,Q4: Higher Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_073_070,73,70,78.832601,13.121826,10000,0.1512,0.7991,0.0,0.3168,0.43,Q4: Higher Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_071,73,71,78.841584,13.121826,10000,0.215,0.6413,0.0,0.2854,0.3881,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_073_072,73,72,78.850567,13.121826,10000,0.1013,0.1918,0.058,0.117,0.1382,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_073,73,73,78.85955,13.121826,10000,0.1036,0.2361,0.1241,0.1546,0.1652,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_074,73,74,78.868534,13.121826,10000,0.1301,0.227,0.2417,0.1996,0.1839,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_075,73,75,78.877517,13.121826,10000,0.0964,0.2463,0.0206,0.1211,0.1573,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_076,73,76,78.8865,13.121826,10000,0.0665,0.1155,0.0023,0.0614,0.0828,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_077,73,77,78.895483,13.121826,10000,0.0483,0.1181,0.0013,0.0559,0.0756,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_078,73,78,78.904466,13.121826,10000,0.0716,0.2083,0.0354,0.1051,0.13,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_079,73,79,78.913449,13.121826,10000,0.2066,0.3548,0.1231,0.2282,0.2659,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_080,73,80,78.922433,13.121826,10000,0.1251,0.2311,0.1094,0.1552,0.1715,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_081,73,81,78.931416,13.121826,10000,0.2117,0.2301,0.1736,0.2051,0.2165,Q2: Moderate-Low Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_082,73,82,78.940399,13.121826,10000,0.1224,0.1834,0.2839,0.1966,0.1645,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_073_083,73,83,78.949382,13.121826,10000,0.0373,0.0827,0.0537,0.0579,0.0593,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_084,73,84,78.958365,13.121826,10000,0.0,0.0,0.0,0.0,0.0,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_085,73,85,78.967348,13.121826,10000,0.0,0.0,0.001,0.0003,0.0001,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_086,73,86,78.976331,13.121826,10000,0.0006,0.03,0.002,0.0109,0.014,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_087,73,87,78.985315,13.121826,10000,0.086,0.1173,0.1916,0.1316,0.1096,Q2: Moderate-Low Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_088,73,88,78.994298,13.121826,10000,0.2459,0.2149,0.3006,0.2538,0.2368,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_089,73,89,79.003281,13.121826,10000,0.2646,0.2752,0.3075,0.2824,0.2732,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_090,73,90,79.012264,13.121826,10000,0.2318,0.2299,0.1667,0.2094,0.225,Q2: Moderate-Low Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_091,73,91,79.021247,13.121826,10000,0.0211,0.0943,0.0789,0.0648,0.0593,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_092,73,92,79.03023,13.121826,10000,0.0453,0.0729,0.1461,0.0881,0.0668,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_093,73,93,79.039214,13.121826,10000,0.1243,0.1465,0.2502,0.1737,0.1457,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_073_094,73,94,79.048197,13.121826,10000,0.0393,0.1611,0.0779,0.0928,0.0978,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_095,73,95,79.05718,13.121826,10000,0.0012,0.0016,0.0036,0.0021,0.0016,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_096,73,96,79.066163,13.121826,10000,0.0038,0.0366,0.1218,0.0541,0.0292,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_097,73,97,79.075146,13.121826,10000,0.0696,0.2632,0.0799,0.1376,0.1579,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_098,73,98,79.084129,13.121826,10000,0.0653,0.271,0.0789,0.1384,0.1594,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_099,73,99,79.093112,13.121826,10000,0.0447,0.3929,0.2407,0.2261,0.2195,Q3: Moderate-High Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_100,73,100,79.102096,13.121826,10000,0.1957,0.5571,0.076,0.2763,0.3481,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_101,73,101,79.111079,13.121826,10000,0.3399,0.594,0.131,0.355,0.4358,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_102,73,102,79.120062,13.121826,10000,0.8461,0.8529,0.1346,0.6112,0.785,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_103,73,103,79.129045,13.121826,10000,0.3635,0.517,0.1903,0.3569,0.4171,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_104,73,104,79.138028,13.121826,10000,0.3005,0.4906,0.1903,0.3271,0.3764,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_073_105,73,105,79.147011,13.121826,10000,0.2047,0.2517,0.3046,0.2536,0.2349,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_106,73,106,79.155994,13.121826,10000,0.0325,0.113,0.2862,0.1439,0.0916,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_073_107,73,107,79.164978,13.121826,10000,0.0,0.0043,0.1883,0.0642,0.0189,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_108,73,108,79.173961,13.121826,10000,0.0175,0.0607,0.0275,0.0352,0.0379,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_073_109,73,109,79.182944,13.121826,10000,0.0844,0.184,0.2305,0.1663,0.1425,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_073_110,73,110,79.191927,13.121826,10000,0.1847,0.1725,0.4617,0.273,0.2041,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_073_111,73,111,79.20091,13.121826,10000,0.1819,0.2303,0.5328,0.315,0.2353,Q4: Higher Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_073_112,73,112,79.209893,13.121826,10000,0.3116,0.4768,0.2093,0.3326,0.377,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_073_113,73,113,79.218877,13.121826,10000,0.0879,0.3641,0.1202,0.1907,0.2155,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_114,73,114,79.22786,13.121826,9793,0.335,0.4855,0.0114,0.2773,0.3738,Q3: Moderate-High Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_073_123,73,123,79.308708,13.121826,7441,0.1535,0.5034,0.0563,0.2377,0.3027,Q3: Moderate-High Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_073_124,73,124,79.317691,13.121826,8849,0.2384,0.2507,0.0285,0.1725,0.225,Q2: Moderate-Low Relative Stress,Moderate (Same-Sensor Spectral Agreement),2,Same-sensor spectral agreement between NDBI increase and vegetation decrease.
C_073_128,73,128,79.353624,13.121826,5884,0.2521,0.3435,0.3289,0.3082,0.3002,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_074_036,74,36,78.527174,13.112843,5145,0.2458,0.3128,0.2597,0.2728,0.2773,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_074_037,74,37,78.536157,13.112843,9425,0.1896,0.2171,0.1921,0.1996,0.2022,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated vegetation-related spectral decrease without built-up or water change.
C_074_038,74,38,78.54514,13.112843,10000,0.2482,0.2284,0.1683,0.215,0.2321,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_074_039,74,39,78.554123,13.112843,10000,0.3221,0.2772,0.2901,0.2965,0.2989,Q3: Moderate-High Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_074_040,74,40,78.563106,13.112843,10000,0.1684,0.2352,0.2214,0.2083,0.2033,Q2: Moderate-Low Relative Stress,Moderate (Compound Moisture/Vegetation Stress),2,Co-occurring vegetation and moisture spectral decline (potential ecological stress).
C_074_041,74,41,78.57209,13.112843,10000,0.0475,0.1085,0.0707,0.0756,0.0771,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_074_042,74,42,78.581073,13.112843,10000,0.0262,0.0525,0.2168,0.0985,0.0552,Q1: Lower Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_074_043,74,43,78.590056,13.112843,10000,0.2294,0.3163,0.4657,0.3371,0.2899,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_074_044,74,44,78.599039,13.112843,10000,0.4417,0.6501,0.2574,0.4498,0.5192,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_074_045,74,45,78.608022,13.112843,10000,0.3693,0.589,0.1912,0.3832,0.4524,Q4: Higher Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
C_074_046,74,46,78.617005,13.112843,10000,0.4146,0.4023,0.3088,0.3752,0.3995,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_074_047,74,47,78.625988,13.112843,10000,0.3255,0.4709,0.2286,0.3417,0.3824,Q4: Higher Relative Stress,High (Multi-Source Convergence),3,"Tri-component stress: simultaneous built-up expansion, vegetation loss, and moisture decrease."
C_074_048,74,48,78.634972,13.112843,10000,0.0212,0.0381,0.0783,0.0458,0.0339,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_074_049,74,49,78.643955,13.112843,10000,0.0644,0.126,0.0684,0.0863,0.0925,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_074_050,74,50,78.652938,13.112843,10000,0.0637,0.0945,0.3072,0.1551,0.0995,Q2: Moderate-Low Relative Stress,Low (Single Evidence Family),1,Isolated water/moisture spectral decrease without land conversion.
C_074_051,74,51,78.661921,13.112843,10000,0.0439,0.0842,0.1536,0.0939,0.0719,Q1: Lower Relative Stress,Baseline / Low,0,No prominent spectral or built-up stress detected.
C_074_052,74,52,78.670904,13.112843,10000,0.2154,0.3359,0.057,0.2028,0.2555,Q2: Moderate-Low Relative Stress,High (Multi-Source Convergence),2,Cross-dataset validated built-up expansion coinciding with vegetation decrease.
